登録日,表示/非表示フラグ,各物件トップ表示順位,物件名,TOP物件コメント,物件URL,物件サムネイル画像,エリア,所在地,利用可能路線1,利用可能路線2,利用可能路線3,利用可能路線4,メリットコピー,予定価格の下限,予定価格の上限,販売価格の下限,販売価格の上限,専有面積 下限,専有面積 上限,資料請求URL,エリア毎の並び順,間取り(下限値),間取り(上限値),NEW,駅5分,ファミリーにおすすめ,SINGLE・DINKS,現地内覧可,モデルルーム公開中
2005/2/19,非表示,palace,日神パレステージ吾妻橋,なし,http://www.nisshinfudosan.co.jp/fin/azumabashi/index.html,http://www.nisshinfudosan.co.jp/images/top_ichiran/azumabashi_icon.gif,東京23区,,都営浅草線「本所吾妻橋」駅より徒歩2分,なし,なし,なし,,,,,,,,,,2LDK,2LDK,,,,,,
2005/1/17,非表示,palace,日神パレステージ中山,なし,http://www.nisshinfudosan.co.jp/fin/nakayama/index.html,http://www.nisshinfudosan.co.jp/images/new/nakayama_icon.gif,神奈川,,ＪＲ横浜線「中山」駅より徒歩15分,なし,なし,なし,,,,,,,,,,,,,,,,,
2005/1/10,非表示,duo,日神デュオステージ新宿若松町,なし,,http://www.nisshinfudosan.co.jp/images/new/mitsuikekoen_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2004/12/18,非表示,palace,日神パレステージ国領,なし,http://www.nisshinfudosan.co.jp/fin/kokuryou/index.html,http://www.nisshinfudosan.co.jp/images/new/kokuryou_icon.gif,東京都下,,京王線「柴崎」駅より徒歩13分　京王線「国領」駅より徒歩15分,なし,なし,なし,,,,,,,,,,3LDK,3LDK,,,,,,
2004/12/4,非表示,palace,日神パレステージ東武練馬台西館,なし,http://www.nisshinfudosan.co.jp/fin/tobunerimadai_w/index.html,http://www.nisshinfudosan.co.jp/images/new/tobu_nishi_icon.gif,東京23区,,東武東上線「東武練馬」駅より徒歩13分,なし,なし,なし,,,,,,,,,,1LDK+S,3LDK+W,,,,,,
2004/11/27,非表示,palace,日神パレステージ鶴川,なし,http://www.nisshinfudosan.co.jp/fin/tsurukawa/index.htm,http://www.nisshinfudosan.co.jp/images/new/nishikawaguchi_icon.gif,神奈川,,小田急小田原線「鶴川」駅より徒歩10分,なし,なし,なし,,,,,,,,,,2LDK＋S,2LDK＋S,,,,,,
2004/11/27,非表示,palace,日神パレステージ西川口グランアベニュー,なし,,http://www.nisshinfudosan.co.jp/images/new/nishikawaguchi_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2004/11/8,非表示,duo,日神デュオステージ板橋駅前,なし,,http://www.nisshinfudosan.co.jp/images/new/itabasi_ekimae_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2004/10/16,非表示,palace,日神パレステージ大宮シティ,なし,http://www.nisshinfudosan.co.jp/fin/omiya_city/index.html,http://www.nisshinfudosan.co.jp/images/new/omiya_city_icon.gif,埼玉,,,,,,,,,,,,,,,,,,,,,,
2004/10/9,非表示,palace,日神パレステージ東武練馬台東館,なし,http://www.nisshinfudosan.co.jp/fin/tobunerimadai/index.html,http://www.nisshinfudosan.co.jp/images/new/tobu_higashi_icon.gif,東京23区,,東武東上線「東武練馬」駅より徒歩13分,なし,なし,なし,,,,,,,,,,1LDK+S+W,3LDK,,,,,,
2004/10/9,表示,duo,日神デュオステージ西荻窪,なし,,http://www.nisshinfudosan.co.jp/images/new/nishiogi_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2004/10/9,表示,palace,日神パレステージ横須賀マリンスクエア,なし,,http://www.nisshinfudosan.co.jp/images/new/yokosukamarin_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2004/7/24,表示,palace,日神パレステージ千歳烏山,なし,http://www.nisshinfudosan.co.jp/fin/chitose/index.html,http://www.nisshinfudosan.co.jp/images/new/chitose_icon.gif,東京23区,,京王線「千歳烏山」駅より徒歩16分、京王線「仙川」駅より徒歩17分,なし,なし,なし,,,,,,,,,,2LDK・2LDK,2LDK・2LDK,,,,,,
2004/6/3,表示,duo,日神デュオステージ幡ヶ谷,なし,,http://www.nisshinfudosan.co.jp/images/new/hatagaya_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2004/5/29,表示,palace,日神パレステージ清瀬けやき通り,なし,http://www.nisshinfudosan.co.jp/fin/kiyose/index.html,http://www.nisshinfudosan.co.jp/images/new/kiyose_icon.gif,東京都下,,西武池袋線、東京メトロ有楽町線「清瀬」駅より徒歩6分,なし,なし,なし,,,,,,,,,,3LDK,3LDK,,,,,,
2004/4/30,表示,duo,日神デュオステージ経堂,なし,,http://www.nisshinfudosan.co.jp/images/new/kyodo_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2004/4/29,表示,palace,日神パレステージ東川口ヒルパーク,なし,http://www.nisshinfudosan.co.jp/fin/hillpark/index.html,http://www.nisshinfudosan.co.jp/images/new/higasikawaguti_icon.gif,埼玉,,JR武蔵野線・埼玉高速鉄道「東川口」より徒歩12分,なし,なし,なし,,,,,,,,,,2LDK,3LDK＋W,,,,,,
2004/4/23,表示,palace,日神パレステージ横濱井土ヶ谷,なし,http://www.nisshinfudosan.co.jp/fin/yokohamaidogaya/index.html,http://www.nisshinfudosan.co.jp/images/new/idogaya_icon.gif,神奈川,,京浜急行本線「井土ヶ谷」駅より徒歩6分,横浜市営地下鉄1号線「蒔田」駅より徒歩11分,なし,なし,,,,,,,,,,,,,,,,,
2004/4/17,表示,palace,日神パレステージ愛甲石田フォレスト,なし,,http://www.nisshinfudosan.co.jp/images/new/aikou_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2004/4/1,表示,duo,日神デュオステージ杉並井荻,なし,,http://www.nisshinfudosan.co.jp/images/new/suginami_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2004/3/20,非表示,palace,日神パレステージ春日部元町公園,なし,http://www.nisshinfudosan.co.jp/fin/kasukabe/index.html,http://www.nisshinfudosan.co.jp/images/new/kasukabe_icon.gif,埼玉,,東武伊勢崎線・東武野田線「春日部」駅より徒歩8分,なし,なし,なし,,,,,,,,,,3LDK,3LDK,,,,,,
2004/2/14,非表示,palace,日神パレステージ久里浜海岸,なし,,http://www.nisshinfudosan.co.jp/images/new/kurihama_icon.jpg,,,,,,,,,,,,,,,,,,,,,,,
2004/2/7,非表示,palace,日神パレステージ王子神谷ウエストウイング,なし,http://www.nisshinfudosan.co.jp/fin/oji/index.html,http://www.nisshinfudosan.co.jp/images/new/gt_ojikamiya_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2004/1/24,非表示,duo,日神デュオステージときわ台,なし,http://www.nisshinfudosan.co.jp/fin/01/0384_close/index.html,http://www.nisshinfudosan.co.jp/images/new/tokiwa_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2004/1/16,非表示,duo,日神デュオステージ浦和高砂,なし,http://www.nisshinfudosan.co.jp/fin/03/0386_close/index.html,http://www.nisshinfudosan.co.jp/images/new/urawa_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2004/1/10,非表示,duo,日神デュオステージ中野坂上,なし,http://www.nisshinfudosan.co.jp/fin/01/0387_close/index.html,http://www.nisshinfudosan.co.jp/images/new/gt_nakanosakaue_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2004/1/10,非表示,palace,日神パレステージ湘南茅ヶ崎,なし,,http://www.nisshinfudosan.co.jp/images/new/chigasaki_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2003/12/5,非表示,duo,日神デュオステージ早稲田,なし,http://www.nisshinfudosan.co.jp/fin/01/0370_close/index.html,http://www.nisshinfudosan.co.jp/images/new/waseda.gif,,,,,,,,,,,,,,,,,,,,,,,
2003/10/25,非表示,palace,日神パレステージ西門公園通り,なし,http://www.nisshinfudosan.co.jp/fin/nishimon/index.html,http://www.nisshinfudosan.co.jp/images/new/gt_nishimon_icon.gif%20,,,,,,,,,,,,,,,,,,,,,,,
2003/10/4,非表示,palace,日神パレステージ上福岡,なし,http://www.nisshinfudosan.co.jp/fin/kamifukuoka/index.html,http://www.nisshinfudosan.co.jp/images/new/kamifuku.jpg,,,,,,,,,,,,,,,,,,,,,,,
2003/7/17,表示,duo,日神デュオステージ笹塚　東館・西館,なし,http://www.nisshinfudosan.co.jp/fin/01/0380_close/index.html,http://www.nisshinfudosan.co.jp/images/new/mini_k_sasazuka.jpg,,,,,,,,,,,,,,,,,,,,,,,
2003/7/15,表示,palace,日神パレステージ代々木公園,なし,http://www.nisshinfudosan.co.jp/fin/yoyogi/index.html,http://www.nisshinfudosan.co.jp/images/top/gaikan_pars/mini_k_yoyogi.jpg,,,,,,,,,,,,,,,,,,,,,,,
2003/7/4,表示,duo,日神デュオステージ仲池上,なし,http://www.nisshinfudosan.co.jp/fin/01/0379_close/index.html,http://www.nisshinfudosan.co.jp/images/new/nakaikegami.gif,,,,,,,,,,,,,,,,,,,,,,,
2003/6/16,表示,duo,日神デュオステージ新宿中落合,なし,http://www.nisshinfudosan.co.jp/fin/nakaochiai/index.html,http://www.nisshinfudosan.co.jp/images/top/gaikan_pars/mini_k_nakaochiai.jpg,,,,,,,,,,,,,,,,,,,,,,,
2003/5/23,表示,duo,日神デュオステージ荻窪,なし,http://www.nisshinfudosan.co.jp/fin/01/0369_close/index.html,http://www.nisshinfudosan.co.jp/images/top/gaikan_pars/mini_k_ogikubo.jpg,,,,,,,,,,,,,,,,,,,,,,,
2003/5/22,表示,duo,日神デュオステージ小石川,なし,,なし,,,,,,,,,,,,,,,,,,,,,,,
2003/5/9,表示,duo,日神デュオステージ上北沢,なし,http://www.nisshinfudosan.co.jp/fin/kamikita/index.html,http://www.nisshinfudosan.co.jp/images/new/gt019.gif,,,,,,,,,,,,,,,,,,,,,,,
2003/4/30,表示,duo,日神デュオステージ小竹向原,なし,,http://www.nisshinfudosan.co.jp/images/top/gaikan_pars/mini_k_mukaihara.gif,,,,,,,,,,,,,,,,,,,,,,,
2003/4/21,表示,duo,日神デュオステージ桜上水,なし,http://www.nisshinfudosan.co.jp/fin/sakurajyosu/index.html,http://www.nisshinfudosan.co.jp/images/new/gt016.gif,,,,,,,,,,,,,,,,,,,,,,,
2003/4/19,表示,duo,日神デュオステージ横濱マリンスクエア,なし,,http://www.nisshinfudosan.co.jp/images/new/gt014.gif,,,,,,,,,,,,,,,,,,,,,,,
2003/4/7,非表示,palace,日神パレステージ光が丘南,なし,http://www.nisshinfudosan.co.jp/fin/hikarigaoka/index.html,http://www.nisshinfudosan.co.jp/images/new/mini_hikarigaoka.gif,,,,,,,,,,,,,,,,,,,,,,,
2003/4/1,非表示,palace,日神パレステージ相模大野,なし,http://www.nisshinfudosan.co.jp/fin/sagamiohno/index.htm,http://www.nisshinfudosan.co.jp/images/new/mini_sagamioono.gif,,,,,,,,,,,,,,,,,,,,,,,
2003/3/21,非表示,palace,日神パレステージ川口並木,なし,http://www.nisshinfudosan.co.jp/fin/kawaguchinamiki/index.html,http://www.nisshinfudosan.co.jp/images/new/gt012.gif,,,,,,,,,,,,,,,,,,,,,,,
2003/2/22,非表示,palace,日神パレステージ武蔵新城,なし,http://www.nisshinfudosan.co.jp/fin/m_sinjyo/index.html,http://www.nisshinfudosan.co.jp/images/top/gaikan_pars/mini_musashi_shinjo.gif,,,,,,,,,,,,,,,,,,,,,,,
2003/2/8,非表示,palace,日神パレステージ杉田,なし,http://www.nisshinfudosan.co.jp/fin/sugita/index.html,http://www.nisshinfudosan.co.jp/images/top/gaikan_pars/mini_sugita.gif,,,,,,,,,,,,,,,,,,,,,,,
2003/1/14,非表示,palace,日神パレステージ井の頭公園　西館・東館,なし,http://www.nisshinfudosan.co.jp/fin/inokashira/index.html,http://www.nisshinfudosan.co.jp/images/top/gaikan_pars/mini_inokashira.gif,東京23区,,都営新宿線「瑞江」駅よりバス8分、「新堀小学校」停留所より徒歩4分,都営新宿線「瑞江」駅より徒歩23分 ,都営新宿線「篠崎」駅より徒歩22分,なし,,,,,,,,,,2LDK,2LDK,,,,,,
2002/12/7,非表示,palace,日神パレステージ金沢八景,なし,http://www.nisshinfudosan.co.jp/fin/kanazawa/index.html,http://www.nisshinfudosan.co.jp/images/top/gaikan_pars/mini_kanazawa.gif,,,,,,,,,,,,,,,,,,,,,,,
2002/11/9,非表示,palace,日神パレステージ南馬込,なし,http://www.nisshinfudosan.co.jp/fin/minami-magome/index.html,http://www.nisshinfudosan.co.jp/images/top/gaikan_pars/mini_magome.gif,,,,,,,,,,,,,,,,,,,,,,,
2002/11/9,非表示,palace,日神パレステージ南浦和,なし,http://www.nisshinfudosan.co.jp/fin/minamiurawa/index.html,http://www.nisshinfudosan.co.jp/images/top/gaikan_pars/mini_m_urawa.gif,,,,,,,,,,,,,,,,,,,,,,,
2002/10/26,非表示,palace,日神パレステージ南大井,なし,,http://www.nisshinfudosan.co.jp/images/top/gaikan_pars/mini_minamiohi.gif,,,,,,,,,,,,,,,,,,,,,,,
2002/10/26,表示,palace,日神パレステージ府中,なし,なし,http://www.nisshinfudosan.co.jp/images/top/gaikan_pars/mini_fuchu.gif,,,,,,,,,,,,,,,,,,,,,,,
2002/10/7,表示,palace,日神パレステージ西池袋公園,なし,http://www.nisshinfudosan.co.jp/fin/nishi-ike/index.html,http://www.nisshinfudosan.co.jp/images/top/gaikan_pars/nishi-ike_mini.jpg,,,,,,,,,,,,,,,,,,,,,,,
2002/10/7,表示,palace,日神パレステージ八王子明神町,なし,http://www.nisshinfudosan.co.jp/fin/hachiouji/index.html,http://www.nisshinfudosan.co.jp/images/top/gaikan_pars/hachioji_mini.jpg,,,,,,,,,,,,,,,,,,,,,,,
2002/9/25,表示,palace,パレステージ蕨,なし,http://www.nisshinfudosan.co.jp/fin/warab/index.html,なし,,,,,,,,,,,,,,,,,,,,,,,
2002/9/10,表示,palace,パレステージ淵野辺欅通り,なし,http://www.nisshinfudosan.co.jp/fin/fuchi_keyaki/index.html,なし,,,,,,,,,,,,,,,,,,,,,,,
2002/5/18,表示,palace,日神パレステージ調布,なし,http://www.nisshinfudosan.co.jp/fin/choufu/index.html,http://www.nisshinfudosan.co.jp/images/top/gaikan_pars/chofu_mini.jpg,,,,,,,,,,,,,,,,,,,,,,,
2002/4/27,表示,palace,日神パレステージ愛甲石田南,なし,,http://www.nisshinfudosan.co.jp/images/new/mini_logo.gif,,,,,,,,,,,,,,,,,,,,,,,
2002/4/25,表示,palace,日神パレステージ大宮宮町,なし,http://www.nisshinfudosan.co.jp/fin/omiya_miya/index.html,http://www.nisshinfudosan.co.jp/images/new/omiya.gif,,,,,,,,,,,,,,,,,,,,,,,
2002/4/12,表示,palace,日神パレステージ草加新田,なし,,http://www.nisshinfudosan.co.jp/images/top/gaikan_pars/shinden.jpg,,,,,,,,,,,,,,,,,,,,,,,
2002/2/23,表示,palace,日神パレステージ羽村,なし,,http://www.nisshinfudosan.co.jp/images/new/hamura_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2002/1/26,非表示,palace,日神パレステージ石神井台,なし,,http://www.nisshinfudosan.co.jp/images/new/syakujiidai_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2002/1/26,非表示,palace,日神パレステージ三浦海岸,なし,http://www.nisshinfudosan.co.jp/fin/miura_kaigan/index.html,http://www.nisshinfudosan.co.jp/images/new/miura_kaigan_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2001/9/27,非表示,palace,日神パレステージ亀戸第６ ,なし,http://www.nisshinfudosan.co.jp/fin/kameido6/index.html,なし,,,,,,,,,,,,,,,,,,,,,,,
2001/9/26,非表示,palace,日神パレステージ本所吾妻橋,なし,http://www.nisshinfudosan.co.jp/fin/honjo/index.html,なし,,,,,,,,,,,,,,,,,,,,,,,
2001/9/25,非表示,palace,日神パレステージ浅草橋,なし,http://www.nisshinfudosan.co.jp/fin/asakusabashi/index.html,なし,,,,,,,,,,,,,,,,,,,,,,,
2001/9/20,非表示,palace,日神パレステージ横浜阪東橋,なし,http://www.nisshinfudosan.co.jp/fin/bando_bashi/index.html,なし,,,,,,,,,,,,,,,,,,,,,,,
2001/9/10,非表示,palace,日神パレステージ北綾瀬第2,なし,http://www.nisshinfudosan.co.jp/fin/kita_ayase/index.html,なし,,,,,,,,,,,,,,,,,,,,,,,
2001/6/22,非表示,palace,日神パレステージ八王子ビュー・ウインズ ,なし,http://www.nisshinfudosan.co.jp/fin/hachioji/index.html,なし,,,,,,,,,,,,,,,,,,,,,,,
2001/5/14,非表示,palace,日神パレステージ保土ケ谷みなみ台,なし,http://www.nisshinfudosan.co.jp/fin/hodogaya/index.html,なし,,,,,,,,,,,,,,,,,,,,,,,
2000/9/20,非表示,palace,日神パレステージ入間けやき通り,なし,http://www.nisshinfudosan.co.jp/fin/iruma/index.html,なし,,,,,,,,,,,,,,,,,,,,,,,
2000/9/19,表示,palace,日神パレステージ橋本第2,なし,http://www.nisshinfudosan.co.jp/fin/hashimoto/index.html,なし,,,,,,,,,,,,,,,,,,,,,,,
2000/7/31,表示,palace,日神パレステージ上大岡第3,なし,http://www.nisshinfudosan.co.jp/fin/kamioooka/index.html,なし,,,,,,,,,,,,,,,,,,,,,,,
2000/7/12,表示,palace,日神パレステージ湘南藤沢,なし,http://www.nisshinfudosan.co.jp/fin/fujisawa/index.html,なし,,,,,,,,,,,,,,,,,,,,,,,
1999/10/7,表示,palace,日神パレステージ光が丘Ⅱ,なし,http://www.nisshinfudosan.co.jp/fin/hikarigaoka2/index.html,なし,,,,,,,,,,,,,,,,,,,,,,,
1999/9/28,表示,palace,日神パレステージ愛甲石田,なし,http://www.nisshinfudosan.co.jp/fin/aiko/index.html,なし,,,,,,,,,,,,,,,,,,,,,,,
1999/4/20,表示,palace,日神パレステージ市ヶ尾Ⅱ,なし,http://www.nisshinfudosan.co.jp/fin/ichigao2/index.html,なし,,,,,,,,,,,,,,,,,,,,,,,
1999/2/1,表示,palace,日神パレステージ鎌ヶ谷,なし,http://www.nisshinfudosan.co.jp/fin/kama/index.html,なし,,,,,,,,,,,,,,,,,,,,,,,
1998/7/31,表示,palace,日神パレステージ磯子丸山公園,なし,http://www.nisshinfudosan.co.jp/fin/isomaru/index.html,なし,,,,,,,,,,,,,,,,,,,,,,,
1997/12/19,表示,palace,日神パレステージ東所沢公園,なし,http://www.nisshinfudosan.co.jp/fin/hashimoto/index.html,なし,,,,,,,,,,,,,,,,,,,,,,,
